Program,Slot,Date,Start Time,End Time,Course Code,Course Title,Students,Faculty,Faculty_Full,Faculty_Code,Start_Time,End_Time,Exam_Location
C,Slot - 12,2025-08-20,14:30:00,16:00:00,CSE241.5,Data Structures,39,[MHB] Md. Habibullah Belali,Md. Habibullah Belali,MHB,14:30:00,16:00:00,C - Slot - 12
C,Slot - 12,2025-08-20,14:30:00,16:00:00,CSE241.6,Data Structures,34,[MHB] Md. Habibullah Belali,Md. Habibullah Belali,MHB,14:30:00,16:00:00,C - Slot - 12
C,Slot - 12,2025-08-20,14:30:00,16:00:00,CSE241.7,Data Structures,32,[MHB] Md. Habibullah Belali,Md. Habibullah Belali,MHB,14:30:00,16:00:00,C - Slot - 12
C,Slot - 12,2025-08-20,14:30:00,16:00:00,CSE241.18,Data Structures,19,[DMIJ] Prof. Dr. Md. Ismail Jabiullah,Prof. Dr. Md. Ismail Jabiullah,DMIJ,14:30:00,16:00:00,C - Slot - 12
C,Slot - 12,2025-08-20,14:30:00,16:00:00,CSE265.11,Algorithm,31,[SDK] Shimul Dey Katha,Shimul Dey Katha,SDK,14:30:00,16:00:00,C - Slot - 12
C,Slot - 12,2025-08-20,14:30:00,16:00:00,CSE265.12,Algorithm,33,[SDK] Shimul Dey Katha,Shimul Dey Katha,SDK,14:30:00,16:00:00,C - Slot - 12
C,Slot - 12,2025-08-20,14:30:00,16:00:00,CSE361.4,Operating Systems,37,[MMH] Md Moinul Hoque,Md Moinul Hoque,MMH,14:30:00,16:00:00,C - Slot - 12
C,Slot - 12,2025-08-20,14:30:00,16:00:00,ETE281.6,Communication Theory,41,[RIC] Rashik Iram Chowdhury,Rashik Iram Chowdhury,RIC,14:30:00,16:00:00,C - Slot - 12
C,Slot - 13,2025-08-21,09:30:00,11:00:00,CSE261.10,Numerical Methods,28,[MMSI] Mohammad Shahmidul Islam,Mohammad Shahmidul Islam,MMSI,09:30:00,11:00:00,C - Slot - 13
C,Slot - 13,2025-08-21,09:30:00,11:00:00,CSE263.4,Digital Logic Design,40,[FUZ] Farhad Uz Zaman,Farhad Uz Zaman,FUZ,09:30:00,11:00:00,C - Slot - 13
C,Slot - 13,2025-08-21,09:30:00,11:00:00,CSE365.2,Artificial Intelligence,39,[DEMF] Prof. Dr. Dewan Md. Farid,Prof. Dr. Dewan Md. Farid,DEMF,09:30:00,11:00:00,C - Slot - 13
C,Slot - 13,2025-08-21,09:30:00,11:00:00,CSE365.3,Artificial Intelligence,36,[DEMF] Prof. Dr. Dewan Md. Farid,Prof. Dr. Dewan Md. Farid,DEMF,09:30:00,11:00:00,C - Slot - 13
C,Slot - 13,2025-08-21,09:30:00,11:00:00,CSE365.4,Artificial Intelligence,39,[DEMF] Prof. Dr. Dewan Md. Farid,Prof. Dr. Dewan Md. Farid,DEMF,09:30:00,11:00:00,C - Slot - 13
C,Slot - 13,2025-08-21,09:30:00,11:00:00,CSE365.5,Artificial Intelligence,37,[MMJR] Md. Mijanur Rahman,Md. Mijanur Rahman,MMJR,09:30:00,11:00:00,C - Slot - 13
C,Slot - 13,2025-08-21,09:30:00,11:00:00,CSE4041.1,Artificial Intelligence,2,[DEMF] Prof. Dr. Dewan Md. Farid,Prof. Dr. Dewan Md. Farid,DEMF,09:30:00,11:00:00,C - Slot - 13
C,Slot - 13,2025-08-21,09:30:00,11:00:00,EEE181.2,Electrical Circuits Design I,40,[ADMR] Adib Md. Ridwan,Adib Md. Ridwan,ADMR,09:30:00,11:00:00,C - Slot - 13
C,Slot - 13,2025-08-21,09:30:00,11:00:00,EEE181.5,Electrical Circuits Design I,39,[KRH] Khondker Rawan Hamid,Khondker Rawan Hamid,KRH,09:30:00,11:00:00,C - Slot - 13
C,Slot - 13,2025-08-21,09:30:00,11:00:00,EEE181.6,Electrical Circuits Design I,40,[KRH] Khondker Rawan Hamid,Khondker Rawan Hamid,KRH,09:30:00,11:00:00,C - Slot - 13
C,Slot - 13,2025-08-21,09:30:00,11:00:00,EEE181.14,Electrical Circuits Design I,40,[SS] Shahad Saroar,Shahad Saroar,SS,09:30:00,11:00:00,C - Slot - 13
C,Slot - 13,2025-08-21,09:30:00,11:00:00,EEE181.15,Electrical Circuits Design I,40,[SS] Shahad Saroar,Shahad Saroar,SS,09:30:00,11:00:00,C - Slot - 13
C,Slot - 13,2025-08-21,09:30:00,11:00:00,PHY161.6,Physics I,38,[AHR] Dr. Abul Hasnat Rubel,Dr. Abul Hasnat Rubel,AHR,09:30:00,11:00:00,C - Slot - 13
C,Slot - 13,2025-08-21,09:30:00,11:00:00,PHY161.7,Physics I,35,[AHR] Dr. Abul Hasnat Rubel,Dr. Abul Hasnat Rubel,AHR,09:30:00,11:00:00,C - Slot - 13
C,Slot - 14,2025-08-21,12:00:00,13:30:00,CSE141.1,Computer Fundamentals,39,[FUZ] Farhad Uz Zaman,Farhad Uz Zaman,FUZ,12:00:00,13:30:00,C - Slot - 14
C,Slot - 14,2025-08-21,12:00:00,13:30:00,CSE141.2,Computer Fundamentals,39,[YMA] Muhammed Yaseen Morshed Adib,Muhammed Yaseen Morshed Adib,YMA,12:00:00,13:30:00,C - Slot - 14
C,Slot - 14,2025-08-21,12:00:00,13:30:00,CSE141.6,Computer Fundamentals,36,[FUZ] Farhad Uz Zaman,Farhad Uz Zaman,FUZ,12:00:00,13:30:00,C - Slot - 14
C,Slot - 14,2025-08-21,12:00:00,13:30:00,CSE141.7,Computer Fundamentals,40,[FUZ] Farhad Uz Zaman,Farhad Uz Zaman,FUZ,12:00:00,13:30:00,C - Slot - 14
C,Slot - 14,2025-08-21,12:00:00,13:30:00,CSE141.9,Computer Fundamentals,38,[YMA] Muhammed Yaseen Morshed Adib,Muhammed Yaseen Morshed Adib,YMA,12:00:00,13:30:00,C - Slot - 14
C,Slot - 14,2025-08-21,12:00:00,13:30:00,CSE141.12,Computer Fundamentals,38,[SHAP] Shahriar Parvej,Shahriar Parvej,SHAP,12:00:00,13:30:00,C - Slot - 14
C,Slot - 14,2025-08-21,12:00:00,13:30:00,ECO461.1,Introduction to Economics,40,[SAZ] Sazeda Akter,Sazeda Akter,SAZ,12:00:00,13:30:00,C - Slot - 14
C,Slot - 14,2025-08-21,12:00:00,13:30:00,ECO461.2,Introduction to Economics,40,[SAZ] Sazeda Akter,Sazeda Akter,SAZ,12:00:00,13:30:00,C - Slot - 14
C,Slot - 14,2025-08-21,12:00:00,13:30:00,ECO461.4,Introduction to Economics,40,[SAZ] Sazeda Akter,Sazeda Akter,SAZ,12:00:00,13:30:00,C - Slot - 14
C,Slot - 14,2025-08-21,12:00:00,13:30:00,ECO461.5,Introduction to Economics,39,[SAZ] Sazeda Akter,Sazeda Akter,SAZ,12:00:00,13:30:00,C - Slot - 14
C,Slot - 14,2025-08-21,12:00:00,13:30:00,ECO461.6,Introduction to Economics,41,[TAAK] Taslima Akter,Taslima Akter,TAAK,12:00:00,13:30:00,C - Slot - 14
C,Slot - 14,2025-08-21,12:00:00,13:30:00,ECO461.7,Introduction to Economics,40,[TAAK] Taslima Akter,Taslima Akter,TAAK,12:00:00,13:30:00,C - Slot - 14
C,Slot - 14,2025-08-21,12:00:00,13:30:00,MGT281.2,Introduction to Business & Management,39,[DMH] Dr. M. Ataur Rahman,Dr. M. Ataur Rahman,DMH,12:00:00,13:30:00,C - Slot - 14
C,Slot - 14,2025-08-21,12:00:00,13:30:00,MGT281.13,Introduction to Business & Management,40,[DMH] Dr. M. Ataur Rahman,Dr. M. Ataur Rahman,DMH,12:00:00,13:30:00,C - Slot - 14
C,Slot - 15,2025-08-21,14:30:00,16:00:00,CSE141.4,Computer Fundamentals,39,[DMHN] Dr. Md. Maruf Hassan,Dr. Md. Maruf Hassan,DMHN,14:30:00,16:00:00,C - Slot - 15
C,Slot - 15,2025-08-21,14:30:00,16:00:00,CSE141.5,Computer Fundamentals,37,[DMHN] Dr. Md. Maruf Hassan,Dr. Md. Maruf Hassan,DMHN,14:30:00,16:00:00,C - Slot - 15
C,Slot - 15,2025-08-21,14:30:00,16:00:00,CSE141.10,Computer Fundamentals,39,[NALE] Nishat Anjum Lea,Nishat Anjum Lea,NALE,14:30:00,16:00:00,C - Slot - 15
C,Slot - 15,2025-08-21,14:30:00,16:00:00,CSE141.14,Computer Fundamentals,39,[KMU] Khandaker Mohammad Mohi Uddin,Khandaker Mohammad Mohi Uddin,KMU,14:30:00,16:00:00,C - Slot - 15
C,Slot - 15,2025-08-21,14:30:00,16:00:00,CSE341.4,Computer Networking,35,[MUKH] Muhaimen Khan,Muhaimen Khan,MUKH,14:30:00,16:00:00,C - Slot - 15
C,Slot - 15,2025-08-21,14:30:00,16:00:00,CSE341.5,Computer Networking,38,[MUKH] Muhaimen Khan,Muhaimen Khan,MUKH,14:30:00,16:00:00,C - Slot - 15
C,Slot - 15,2025-08-21,14:30:00,16:00:00,CSE341.6,Computer Networking,29,[MUKH] Muhaimen Khan,Muhaimen Khan,MUKH,14:30:00,16:00:00,C - Slot - 15
C,Slot - 15,2025-08-21,14:30:00,16:00:00,STA281.2,Statistical Methods & Probability,40,[MAKR] Dr. Mohammed Ashikur Rahman,Dr. Mohammed Ashikur Rahman,MAKR,14:30:00,16:00:00,C - Slot - 15
C,Slot - 15,2025-08-21,14:30:00,16:00:00,STA281.3,Statistical Methods & Probability,37,[MAHB] Mahbub Hasan,Mahbub Hasan,MAHB,14:30:00,16:00:00,C - Slot - 15
C,Slot - 15,2025-08-21,14:30:00,16:00:00,STA281.4,Statistical Methods & Probability,29,[MAHB] Mahbub Hasan,Mahbub Hasan,MAHB,14:30:00,16:00:00,C - Slot - 15
C,Slot - 15,2025-08-21,14:30:00,16:00:00,STA281.6,Statistical Methods & Probability,38,[MAHB] Mahbub Hasan,Mahbub Hasan,MAHB,14:30:00,16:00:00,C - Slot - 15
C,Slot - 15,2025-08-21,14:30:00,16:00:00,STA281.11,Statistical Methods & Probability,40,[MEI] Dr. Md. Elias,Dr. Md. Elias,MEI,14:30:00,16:00:00,C - Slot - 15
C,Slot - 15,2025-08-21,14:30:00,16:00:00,STA281.12,Statistical Methods & Probability,39,[MEI] Dr. Md. Elias,Dr. Md. Elias,MEI,14:30:00,16:00:00,C - Slot - 15
C,Slot - 15,2025-08-21,14:30:00,16:00:00,STA281.13,Statistical Methods & Probability,41,[DRAD] Dr. Ramit Azad,Dr. Ramit Azad,DRAD,14:30:00,16:00:00,C - Slot - 15
C,Slot - 15,2025-08-21,14:30:00,16:00:00,STA281.14,Statistical Methods & Probability,40,[DRAD] Dr. Ramit Azad,Dr. Ramit Azad,DRAD,14:30:00,16:00:00,C - Slot - 15
D,Slot - A,2025-08-22,09:00:00,10:30:00,CSE181.19,Discrete Mathematics,41,[FBH] Md. Ferdous Bin Hafiz,Md. Ferdous Bin Hafiz,FBH,09:00:00,10:30:00,D - Slot - A
D,Slot - A,2025-08-22,09:00:00,10:30:00,CSE281.19,Introduction to Programming Language II (Java),38,[RAJA] Md. Rafsan Jani,Md. Rafsan Jani,RAJA,09:00:00,10:30:00,D - Slot - A
D,Slot - A,2025-08-22,09:00:00,10:30:00,CSE345.10,Information System Design & Software Engineering,34,[AKMA] A. K. M. Ahsanul Haque,A. K. M. Ahsanul Haque,AKMA,09:00:00,10:30:00,D - Slot - A
D,Slot - A,2025-08-22,09:00:00,10:30:00,CSE473.1,Software Development and Project Management,45,[BBA] Bulbul Ahmed,Bulbul Ahmed,BBA,09:00:00,10:30:00,D - Slot - A
D,Slot - A,2025-08-22,09:00:00,10:30:00,STA281.17,Statistical Methods & Probability,39,[DAAH] Dr. Ali Ahmed Howlader,Dr. Ali Ahmed Howlader,DAAH,09:00:00,10:30:00,D - Slot - A
C,Slot - A,2025-08-22,09:00:00,10:30:00,ACT141.7,Introduction to Accounting,38,[JNS] Jannatul Naim Sweety,Jannatul Naim Sweety,JNS,09:00:00,10:30:00,C - Slot - A
C,Slot - A,2025-08-22,09:00:00,10:30:00,ACT141.8,Introduction to Accounting,39,[MFT] Faria Akter,Faria Akter,MFT,09:00:00,10:30:00,C - Slot - A
C,Slot - A,2025-08-22,09:00:00,10:30:00,ACT141.9,Introduction to Accounting,37,[JNS] Jannatul Naim Sweety,Jannatul Naim Sweety,JNS,09:00:00,10:30:00,C - Slot - A
C,Slot - A,2025-08-22,09:00:00,10:30:00,ACT141.11,Introduction to Accounting,40,[MFT] Faria Akter,Faria Akter,MFT,09:00:00,10:30:00,C - Slot - A
C,Slot - A,2025-08-22,09:00:00,10:30:00,CSE359.2,Graph Theory,40,[ANAR] Anika Rahman,Anika Rahman,ANAR,09:00:00,10:30:00,C - Slot - A
C,Slot - A,2025-08-22,09:00:00,10:30:00,CSE359.3,Graph Theory,34,[ANAR] Anika Rahman,Anika Rahman,ANAR,09:00:00,10:30:00,C - Slot - A
C,Slot - A,2025-08-22,09:00:00,10:30:00,MGT281.3,Introduction to Business & Management,40,[TNM] Tamanna Nusrat Meem,Tamanna Nusrat Meem,TNM,09:00:00,10:30:00,C - Slot - A
C,Slot - A,2025-08-22,09:00:00,10:30:00,MGT281.4,Introduction to Business & Management,39,[BMU] Badhan Mustary,Badhan Mustary,BMU,09:00:00,10:30:00,C - Slot - A
C,Slot - A,2025-08-22,09:00:00,10:30:00,MGT281.5,Introduction to Business & Management,38,[BMU] Badhan Mustary,Badhan Mustary,BMU,09:00:00,10:30:00,C - Slot - A
C,Slot - A,2025-08-22,09:00:00,10:30:00,MGT281.8,Introduction to Business & Management,40,[TNM] Tamanna Nusrat Meem,Tamanna Nusrat Meem,TNM,09:00:00,10:30:00,C - Slot - A
C,Slot - A,2025-08-22,09:00:00,10:30:00,MGT281.11,Introduction to Business & Management,40,[TNM] Tamanna Nusrat Meem,Tamanna Nusrat Meem,TNM,09:00:00,10:30:00,C - Slot - A
D,Slot - B,2025-08-22,11:30:00,13:00:00,CSE181.18,Discrete Mathematics,40,[SMA] Sakib Mahmud,Sakib Mahmud,SMA,11:30:00,13:00:00,D - Slot - B
D,Slot - B,2025-08-22,11:30:00,13:00:00,CSE265.16,Algorithm,39,[AP] Md. Anower Perves,Md. Anower Perves,AP,11:30:00,13:00:00,D - Slot - B
D,Slot - B,2025-08-22,11:30:00,13:00:00,CSE3031.1,Operating systems,1,[MMH] Md Moinul Hoque,Md Moinul Hoque,MMH,11:30:00,13:00:00,D - Slot - B
D,Slot - B,2025-08-22,11:30:00,13:00:00,CSE351.3,Advanced Java,31,[IMUD] Iftekher Mahmud,Iftekher Mahmud,IMUD,11:30:00,13:00:00,D - Slot - B
D,Slot - B,2025-08-22,11:30:00,13:00:00,CSE361.5,Operating Systems,24,[MMH] Md Moinul Hoque,Md Moinul Hoque,MMH,11:30:00,13:00:00,D - Slot - B
D,Slot - B,2025-08-22,11:30:00,13:00:00,CSE365.7,Artificial Intelligence,26,[KMU] Khandaker Mohammad Mohi Uddin,Khandaker Mohammad Mohi Uddin,KMU,11:30:00,13:00:00,D - Slot - B
D,Slot - B,2025-08-22,11:30:00,13:00:00,CSE383.5,Database Design,27,[NAS] Noor Masrur,Noor Masrur,NAS,11:30:00,13:00:00,D - Slot - B
C,Slot - B,2025-08-22,11:30:00,13:00:00,ACT141.3,Introduction to Accounting,38,[MAC] Mohammad Ahsan Chowdhury,Mohammad Ahsan Chowdhury,MAC,11:30:00,13:00:00,C - Slot - B
C,Slot - B,2025-08-22,11:30:00,13:00:00,ACT141.4,Introduction to Accounting,39,[MAC] Mohammad Ahsan Chowdhury,Mohammad Ahsan Chowdhury,MAC,11:30:00,13:00:00,C - Slot - B
C,Slot - B,2025-08-22,11:30:00,13:00:00,CSE261.6,Numerical Methods,40,[SHM] Md. Shamim,Md. Shamim,SHM,11:30:00,13:00:00,C - Slot - B
C,Slot - B,2025-08-22,11:30:00,13:00:00,CSE261.7,Numerical Methods,40,[SHM] Md. Shamim,Md. Shamim,SHM,11:30:00,13:00:00,C - Slot - B
C,Slot - B,2025-08-22,11:30:00,13:00:00,CSE383.2,Database Design,39,[RIC] Rashik Iram Chowdhury,Rashik Iram Chowdhury,RIC,11:30:00,13:00:00,C - Slot - B
C,Slot - B,2025-08-22,11:30:00,13:00:00,MAT141.1,Differential & Integral Calculus,39,[MALN] Md Alamin,Md Alamin,MALN,11:30:00,13:00:00,C - Slot - B
C,Slot - B,2025-08-22,11:30:00,13:00:00,MAT141.6,Differential & Integral Calculus,37,[MALN] Md Alamin,Md Alamin,MALN,11:30:00,13:00:00,C - Slot - B
C,Slot - B,2025-08-22,11:30:00,13:00:00,MAT141.13,Differential & Integral Calculus,36,[MALN] Md Alamin,Md Alamin,MALN,11:30:00,13:00:00,C - Slot - B
C,Slot - B,2025-08-22,11:30:00,13:00:00,MAT161.8,Coordinate Geometry and Vector Analysis,40,[MAR] Md. Anowar Hossain,Md. Anowar Hossain,MAR,11:30:00,13:00:00,C - Slot - B
C,Slot - B,2025-08-22,11:30:00,13:00:00,MAT161.9,Coordinate Geometry and Vector Analysis,32,[MAR] Md. Anowar Hossain,Md. Anowar Hossain,MAR,11:30:00,13:00:00,C - Slot - B
C,Slot - B,2025-08-22,11:30:00,13:00:00,MAT241.14,Complex Variables and Transforms (Laplace & Fourier),37,[MDH] Md. Mojaammel Haque,Md. Mojaammel Haque,MDH,11:30:00,13:00:00,C - Slot - B
D,Slot - C,2025-08-22,14:30:00,16:00:00,CSE2013.2,Digital Logic Design,1,[AHQ] Mohammad Ashraful Hoque,Mohammad Ashraful Hoque,AHQ,14:30:00,16:00:00,D - Slot - C
D,Slot - C,2025-08-22,14:30:00,16:00:00,CSE261.12,Numerical Methods,25,[SW] Mohammad Shamim Waheed,Mohammad Shamim Waheed,SW,14:30:00,16:00:00,D - Slot - C
D,Slot - C,2025-08-22,14:30:00,16:00:00,CSE263.12,Digital Logic Design,36,[AHQ] Mohammad Ashraful Hoque,Mohammad Ashraful Hoque,AHQ,14:30:00,16:00:00,D - Slot - C
D,Slot - C,2025-08-22,14:30:00,16:00:00,CSE355.5,Image Processing,36,[MMJR] Md. Mijanur Rahman,Md. Mijanur Rahman,MMJR,14:30:00,16:00:00,D - Slot - C
D,Slot - C,2025-08-22,14:30:00,16:00:00,MAT161.10,Coordinate Geometry and Vector Analysis,16,[DTKD] Dr. Taposh Kumar Das,Dr. Taposh Kumar Das,DTKD,14:30:00,16:00:00,D - Slot - C
D,Slot - C,2025-08-22,14:30:00,16:00:00,PHY181.15,Physics II,44,[DAM] Dr. Abdulla Al Momin,Dr. Abdulla Al Momin,DAM,14:30:00,16:00:00,D - Slot - C
D,Slot - C,2025-08-22,14:30:00,16:00:00,SOC341.12,Engineering Ethics,45,[SAKR] Salim Shadman Ankur,Salim Shadman Ankur,SAKR,14:30:00,16:00:00,D - Slot - C
C,Slot - C,2025-08-22,14:30:00,16:00:00,CSE181.10,Discrete Mathematics,40,[FAZA] Fariha Zahin,Fariha Zahin,FAZA,14:30:00,16:00:00,C - Slot - C
C,Slot - C,2025-08-22,14:30:00,16:00:00,CSE181.11,Discrete Mathematics,40,[FAZA] Fariha Zahin,Fariha Zahin,FAZA,14:30:00,16:00:00,C - Slot - C
C,Slot - C,2025-08-22,14:30:00,16:00:00,CSE181.12,Discrete Mathematics,31,[SW] Mohammad Shamim Waheed,Mohammad Shamim Waheed,SW,14:30:00,16:00:00,C - Slot - C
C,Slot - C,2025-08-22,14:30:00,16:00:00,CSE261.2,Numerical Methods,37,[TMD] Tashreef Muhammad,Tashreef Muhammad,TMD,14:30:00,16:00:00,C - Slot - C
C,Slot - C,2025-08-22,14:30:00,16:00:00,CSE261.3,Numerical Methods,38,[TMD] Tashreef Muhammad,Tashreef Muhammad,TMD,14:30:00,16:00:00,C - Slot - C
C,Slot - C,2025-08-22,14:30:00,16:00:00,CSE261.4,Numerical Methods,36,[TMD] Tashreef Muhammad,Tashreef Muhammad,TMD,14:30:00,16:00:00,C - Slot - C
C,Slot - C,2025-08-22,14:30:00,16:00:00,CSE261.5,Numerical Methods,21,[TMD] Tashreef Muhammad,Tashreef Muhammad,TMD,14:30:00,16:00:00,C - Slot - C
C,Slot - C,2025-08-22,14:30:00,16:00:00,CSE261.8,Numerical Methods,40,[NI] Md. Nazrul Islam,Md. Nazrul Islam,NI,14:30:00,16:00:00,C - Slot - C
C,Slot - C,2025-08-22,14:30:00,16:00:00,CSE261.9,Numerical Methods,39,[NI] Md. Nazrul Islam,Md. Nazrul Islam,NI,14:30:00,16:00:00,C - Slot - C
C,Slot - C,2025-08-22,14:30:00,16:00:00,CSE441.6,Theory of Computing,37,[TAJO] Tanjna Oriana,Tanjna Oriana,TAJO,14:30:00,16:00:00,C - Slot - C
C,Slot - C,2025-08-22,14:30:00,16:00:00,MGT281.14,Introduction to Business & Management,39,[MMMM] Dr. Mia Muhammad Mustafiz Munir,Dr. Mia Muhammad Mustafiz Munir,MMMM,14:30:00,16:00:00,C - Slot - C
C,Slot - C,2025-08-22,14:30:00,16:00:00,PHY161.8,Physics I,40,[EJS] Emratul Jannat Swapna,Emratul Jannat Swapna,EJS,14:30:00,16:00:00,C - Slot - C
D,Slot - D,2025-08-22,16:30:00,18:00:00,CSE141.15,Computer Fundamentals,23,[SSSV] Shuvashis Sarker Shuvo,Shuvashis Sarker Shuvo,SSSV,16:30:00,18:00:00,D - Slot - D
D,Slot - D,2025-08-22,16:30:00,18:00:00,CSE241.19,Data Structures,39,[RIM] Md. Robiul Islam,Md. Robiul Islam,RIM,16:30:00,18:00:00,D - Slot - D
D,Slot - D,2025-08-22,16:30:00,18:00:00,CSE363.5,Microprocessor Design & Assembly Language Programming,36,[DSAK] Prof. Dr. Shamim Akhter,Prof. Dr. Shamim Akhter,DSAK,16:30:00,18:00:00,D - Slot - D
D,Slot - D,2025-08-22,16:30:00,18:00:00,CSE479.1,Cryptography & Network Security,40,[DMHN] Dr. Md. Maruf Hassan,Dr. Md. Maruf Hassan,DMHN,16:30:00,18:00:00,D - Slot - D
D,Slot - D,2025-08-22,16:30:00,18:00:00,ENG105.36,Public Speaking,35,[DAR] Dr. Md. Abdur Rouf,Dr. Md. Abdur Rouf,DAR,16:30:00,18:00:00,D - Slot - D
D,Slot - D,2025-08-22,16:30:00,18:00:00,MAT261.13,Linear Algebra and Matrices,39,[ARA] Md. Ashraful Alam,Md. Ashraful Alam,ARA,16:30:00,18:00:00,D - Slot - D
D,Slot - E,2025-08-22,19:00:00,20:30:00,ACT141.16,Introduction to Accounting,36,[ASNA] Abu Sayeed Nooruddin Ahmed,Abu Sayeed Nooruddin Ahmed,ASNA,19:00:00,20:30:00,D - Slot - E
D,Slot - E,2025-08-22,19:00:00,20:30:00,CSE441.4,Theory of Computing,42,[DAHO] Dr. Amran Hossain,Dr. Amran Hossain,DAHO,19:00:00,20:30:00,D - Slot - E
D,Slot - E,2025-08-22,19:00:00,20:30:00,EEE181.17,Electrical Circuits Design I,26,[MDSM] Md. Shanian Moed,Md. Shanian Moed,MDSM,19:00:00,20:30:00,D - Slot - E
D,Slot - E,2025-08-22,19:00:00,20:30:00,ENG101.36,Basic English Skills,28,[MSS] Surya Akhter Sumona,Surya Akhter Sumona,MSS,19:00:00,20:30:00,D - Slot - E
D,Slot - E,2025-08-22,19:00:00,20:30:00,MGT281.16,Introduction to Business & Management,24,[ISH] Ishter Mahal,Ishter Mahal,ISH,19:00:00,20:30:00,D - Slot - E
D,Slot - E,2025-08-22,19:00:00,20:30:00,PHY181.16,Physics II,38,[KDS] Kanta Das,Kanta Das,KDS,19:00:00,20:30:00,D - Slot - E
D,Slot - F,2025-08-23,09:30:00,11:00:00,CSE261.13,Numerical Methods,42,[DMOS] Dr. Mohammad Shafiul Alam,Dr. Mohammad Shafiul Alam,DMOS,09:30:00,11:00:00,D - Slot - F
D,Slot - F,2025-08-23,09:30:00,11:00:00,CSE281.21,Introduction to Programming Language II (Java),20,[AMR] Md. Aminur Rahman,Md. Aminur Rahman,AMR,09:30:00,11:00:00,D - Slot - F
D,Slot - F,2025-08-23,09:30:00,11:00:00,ENG105.35,Public Speaking,30,[ZKM] Md. Ziaul Karim,Md. Ziaul Karim,ZKM,09:30:00,11:00:00,D - Slot - F
D,Slot - F,2025-08-23,09:30:00,11:00:00,ETE281.17,Communication Theory,28,[MDSR] Mohammad Shohel Rana,Mohammad Shohel Rana,MDSR,09:30:00,11:00:00,D - Slot - F
C,Slot - F,2025-08-23,09:30:00,11:00:00,CSE441.2,Theory of Computing,39,[NH] Nahid Hasan,Nahid Hasan,NH,09:30:00,11:00:00,C - Slot - F
C,Slot - F,2025-08-23,09:30:00,11:00:00,CSE441.3,Theory of Computing,38,[NH] Nahid Hasan,Nahid Hasan,NH,09:30:00,11:00:00,C - Slot - F
C,Slot - F,2025-08-23,09:30:00,11:00:00,PHY161.2,Physics I,36,[HDU] Md. Hedayet Ullah,Md. Hedayet Ullah,HDU,09:30:00,11:00:00,C - Slot - F
C,Slot - F,2025-08-23,09:30:00,11:00:00,PHY161.3,Physics I,40,[HDU] Md. Hedayet Ullah,Md. Hedayet Ullah,HDU,09:30:00,11:00:00,C - Slot - F
C,Slot - F,2025-08-23,09:30:00,11:00:00,PHY181.6,Physics II,39,[TSR] Dr. Tanu Arefin,Dr. Tanu Arefin,TSR,09:30:00,11:00:00,C - Slot - F
C,Slot - F,2025-08-23,09:30:00,11:00:00,PHY181.7,Physics II,40,[TSR] Dr. Tanu Arefin,Dr. Tanu Arefin,TSR,09:30:00,11:00:00,C - Slot - F
C,Slot - F,2025-08-23,09:30:00,11:00:00,PHY181.8,Physics II,38,[DMMA] Dr. Md. Murad Ahmed,Dr. Md. Murad Ahmed,DMMA,09:30:00,11:00:00,C - Slot - F
C,Slot - F,2025-08-23,09:30:00,11:00:00,PHY181.9,Physics II,38,[DMMA] Dr. Md. Murad Ahmed,Dr. Md. Murad Ahmed,DMMA,09:30:00,11:00:00,C - Slot - F
C,Slot - F,2025-08-23,09:30:00,11:00:00,STA281.7,Statistical Methods & Probability,40,[MDI] Md. Asraful Islam,Md. Asraful Islam,MDI,09:30:00,11:00:00,C - Slot - F
C,Slot - F,2025-08-23,09:30:00,11:00:00,STA281.8,Statistical Methods & Probability,40,[MDI] Md. Asraful Islam,Md. Asraful Islam,MDI,09:30:00,11:00:00,C - Slot - F
C,Slot - F,2025-08-23,09:30:00,11:00:00,STA281.9,Statistical Methods & Probability,40,[AKD] Dr. Anup Kumer Datta,Dr. Anup Kumer Datta,AKD,09:30:00,11:00:00,C - Slot - F
C,Slot - F,2025-08-23,09:30:00,11:00:00,STA281.10,Statistical Methods & Probability,40,[AKD] Dr. Anup Kumer Datta,Dr. Anup Kumer Datta,AKD,09:30:00,11:00:00,C - Slot - F
C,Slot - F,2025-08-23,09:30:00,11:00:00,STA281.15,Statistical Methods & Probability,40,[HASN] Hasnain Ahmed,Hasnain Ahmed,HASN,09:30:00,11:00:00,C - Slot - F
D,Slot - G,2025-08-23,12:00:00,13:30:00,CSE265.13,Algorithm,28,[RFD] Rifat Ahommed,Rifat Ahommed,RFD,12:00:00,13:30:00,D - Slot - G
D,Slot - G,2025-08-23,12:00:00,13:30:00,CSE281.20,Introduction to Programming Language II (Java),25,[AMR] Md. Aminur Rahman,Md. Aminur Rahman,AMR,12:00:00,13:30:00,D - Slot - G
D,Slot - G,2025-08-23,12:00:00,13:30:00,CSE441.5,Theory of Computing,42,[DAHO] Dr. Amran Hossain,Dr. Amran Hossain,DAHO,12:00:00,13:30:00,D - Slot - G
D,Slot - G,2025-08-23,12:00:00,13:30:00,ENG103.36,Advanced English Skills,20,[ZKM] Md. Ziaul Karim,Md. Ziaul Karim,ZKM,12:00:00,13:30:00,D - Slot - G
